L_accx_1,L_accy_1,L_accz_1,L_accx_2,L_accy_2,L_accz_2,L_accx_3,L_accy_3,L_accz_3,L_accx_4,L_accy_4,L_accz_4,L_accx_5,L_accy_5,L_accz_5,R_accx_1,R_accy_1,R_accz_1,R_accx_2,R_accy_2,R_accz_2,R_accx_3,R_accy_3,R_accz_3,R_accx_4,R_accy_4,R_accz_4,R_accx_5,R_accy_5,R_accz_5,Label
-3536,-1494,5245,-239,-61,2679,-85,-57,2510,40,-41,2413,98,132,2527,-3785,8390,-4815,578,821,1987,163,-278,122,123,-434,-8,70,-646,138,2
-110,-2318,5292,58,-171,2766,134,-123,2536,278,-66,2410,151,126,2588,-3291,6541,-3871,772,791,1973,53,-304,103,113,-425,-15,0,-729,149,2
-5431,-335,2973,-531,-859,3705,332,-229,2540,555,-118,2416,382,288,2577,-2208,1910,1077,-507,955,1115,-69,-201,20,154,-427,30,29,-670,141,2
-2057,1683,3019,-1249,2810,2099,-1001,2379,2208,-988,2270,2252,-325,1651,2368,114,-1923,-1324,583,-13,81,199,127,6,29,107,26,282,176,-38,2
3778,-172,2856,1598,1191,2659,1721,1017,2308,1315,929,2381,1143,489,2497,2231,-4415,467,395,-476,807,-166,233,88,-32,318,-25,114,365,-17,2
2650,2281,1258,737,478,3209,545,183,2488,340,59,2436,317,-71,2552,2041,-1077,-658,-120,-214,1226,23,278,101,-151,389,-25,52,478,3,2
2221,-735,1961,-75,1777,6748,640,46,3402,352,-206,2526,161,-182,2515,2773,227,14,-9,-86,933,-101,255,107,-184,380,0,-51,486,26,2
2557,1382,6299,-243,64,2845,-205,41,2541,-237,33,2476,-292,-123,2569,2863,144,-864,236,-351,992,-205,360,52,-336,429,-17,5,417,10,2
2924,947,1508,-49,298,3203,-230,87,2540,-274,44,2449,-138,-231,2547,1681,-1327,-98,-20,-21,452,-40,332,63,-143,403,-7,-328,458,165,2
2481,706,2768,5,596,3407,-389,142,2508,-432,109,2458,-268,-442,2625,-934,-170,327,-24,-58,213,-65,265,30,0,228,-16,466,235,77,2
4023,-1170,4967,1334,-2210,2133,1265,-2156,2241,1076,-1860,2257,-199,-1317,2475,3345,612,1066,-462,-180,-18,-351,-172,-2,-158,-121,22,-266,-307,-20,2
-5514,-6714,-2646,-3119,-2296,3002,-2112,-1319,2247,-1725,-1126,2259,-1180,-604,2424,-2099,1752,-471,-504,602,1066,547,-304,92,-99,-223,45,-211,-327,47,2
-2872,-1839,4641,-787,-190,2608,-395,-102,2418,-546,-146,2486,-271,107,2510,-1812,247,-818,201,257,1079,-92,-201,95,170,-417,-9,-4,-388,55,2
-3975,-1808,4235,67,-367,2896,222,-189,2489,233,-187,2434,550,252,2578,-5060,5216,-556,194,295,1030,62,-291,94,32,-369,-45,-37,-388,49,2
-1883,-1212,5149,-15,-184,2828,230,-65,2467,168,-63,2473,49,236,2600,-1879,826,-765,235,266,744,62,-340,61,155,-413,-41,28,-436,39,2
3045,-2215,6971,-68,-33,2704,-18,41,2475,88,58,2451,-70,283,2573,-1908,1258,1391,167,388,1439,135,-290,139,188,-453,2,-24,-604,68,2
706,-1639,6752,550,-150,2814,553,-95,2448,349,-92,2478,310,174,2588,2073,954,1070,14,-333,44,131,-415,-11,41,-306,0,48,-673,90,2
-5883,4200,2039,-1686,2552,2096,-1544,2176,2075,-1170,1813,2206,421,1233,2754,-657,503,1208,93,98,63,343,136,41,297,74,-14,191,86,51,2
5835,4652,3595,2145,2131,2242,1678,1919,2202,1552,1662,2190,1274,856,2414,4005,-3970,842,287,-433,596,-49,249,67,-106,236,-23,214,535,35,2
3104,2912,4517,864,628,2787,537,437,2480,346,336,2451,342,101,2561,5069,-1375,-1002,-28,-131,583,-208,369,43,-129,305,3,171,527,103,2
3120,527,2688,-1487,1232,5758,857,603,3620,565,195,2719,1113,5809,7961,2541,-1865,976,-559,58,549,-279,406,68,-114,351,8,-50,642,-31,2
-15649,28621,8985,442,703,3571,80,219,2585,4,98,2455,-257,-229,2589,2048,-3389,982,-417,-208,698,-150,381,60,-205,426,-5,-135,533,25,2
2391,1977,1295,-1086,920,6281,176,393,3398,158,97,2678,36,-146,2589,3224,-7694,-3956,19,-491,1394,-32,362,126,-104,468,-13,93,489,0,2
3836,-882,1592,769,382,3727,169,-178,2421,-101,-187,2398,-117,-268,2504,1456,507,64,-203,47,629,-9,390,18,-91,335,2,109,341,6,2
2853,-1608,5830,1246,-1103,2334,1085,-989,2290,949,-881,2364,-544,-939,2697,1201,-496,587,143,39,37,-253,-170,111,-142,-129,17,-227,-298,-14,2
762,-4078,6028,-2385,-3477,2690,-2081,-2502,2086,-1566,-2146,2098,-1068,-1403,2372,-1892,2807,2099,24,313,601,-74,-230,31,-12,-355,-9,-217,-386,-61,2
974,-3437,6045,-833,-1392,3766,-760,-719,2649,-624,-602,2509,-375,-354,2560,-1297,1483,769,-75,381,734,72,-351,61,157,-419,-26,-27,-570,26,2
-2724,-13530,-4714,-122,-827,3664,-355,-384,2590,-87,-203,2463,-79,174,2572,-2562,1238,-219,6,45,570,49,-409,36,160,-420,-8,37,-418,6,2
-1962,1204,446,-695,-499,3752,-116,-13,2562,82,82,2442,-33,236,2554,-2349,1984,160,-212,225,482,109,-379,71,105,-399,-11,30,-451,84,2
-1293,-2665,4090,-71,10,2801,187,81,2460,209,65,2436,151,330,2501,-2018,888,656,-17,-76,351,102,-381,36,105,-371,-30,-109,-538,0,2
-1125,-2140,5260,192,-17,2882,284,71,2520,299,110,2470,285,324,2578,2403,290,370,-77,-227,68,18,-410,30,30,-289,25,-31,-284,102,2
-4183,-634,4285,-1918,1569,2119,-1430,922,2331,-1374,994,2297,848,576,2830,-231,591,343,447,140,41,107,177,-2,59,165,-16,130,197,13,2
3035,11831,-2918,2348,3654,2786,1618,2395,2109,1429,2112,2142,931,718,2576,3320,-6109,-2433,813,-606,729,23,233,29,-27,293,22,96,368,75,2
4018,5661,1708,953,887,3122,485,429,2495,343,315,2445,372,6,2581,4036,-4999,-417,-249,-161,999,-254,348,104,-29,354,-18,65,322,37,2
4791,3872,2804,382,108,3070,124,39,2568,110,25,2468,137,-156,2594,874,-1738,2396,-233,206,499,-282,492,61,-73,398,-17,71,402,-19,2
3026,2497,3310,551,536,3890,41,-134,2521,-48,-204,2476,-24,-281,2535,3679,-1400,495,37,-277,869,-58,376,44,-142,416,-11,83,364,92,2
3312,3196,4609,-76,129,2978,-222,-59,2475,-212,-61,2441,-110,-156,2572,2569,-3610,744,-110,-432,980,-82,435,41,-49,448,0,87,392,1,2
3452,2257,5138,-201,73,2890,-244,-129,2487,-326,-165,2444,-248,-432,2579,991,-1133,-116,81,167,132,-86,432,12,38,344,-19,212,719,151,2
23,44,2458,37,37,2461,-68,187,2466,937,-2167,3006,-80,380,2531,8,3,-40,-33,-21,-34,34,14,-52,-53,19,-68,22,-117,19,2
341,-6753,-1003,25,-273,3445,275,302,2450,350,420,2340,69,366,2544,-1086,8670,-4315,241,506,1390,8,-387,64,59,-431,-15,-92,-428,-70,2
4186,-11582,-1384,311,-162,3286,101,-6,2525,256,142,2417,-12,284,2524,-1048,1358,586,285,-111,629,107,-263,120,127,-398,-32,128,-565,-60,2
-297,-4799,151,1128,-646,4807,170,-995,3186,421,-150,2526,234,-17,2531,6,4479,-2719,1221,870,1858,101,-398,220,34,-460,-67,-86,-466,-81,2
-1249,-4893,1395,-1250,-2263,5307,53,-240,2901,-254,-232,2463,-3,206,2544,-792,5351,-2223,-64,360,769,65,-437,37,137,-483,-68,-86,-481,-28,2
-3339,-3448,3428,91,24,2757,45,-58,2505,169,72,2438,67,494,2577,-397,753,1167,167,-146,367,-66,-332,-23,-36,-308,-69,-167,-388,-29,2
-2092,311,3032,-2464,670,2162,-2455,774,2123,-2225,755,2166,-991,1035,2471,-4517,954,743,709,334,254,153,47,111,182,134,-4,119,249,18,2
-1893,8069,3561,538,4925,2629,493,3343,2039,54,2784,2121,523,2109,2335,2932,-1607,1109,-103,-260,771,15,226,98,-55,372,-50,147,402,-35,2
3315,1999,1375,385,999,3340,461,754,2544,290,468,2396,460,265,2487,604,1806,1329,331,-299,908,-177,476,168,-51,403,2,142,390,-65,2
2951,4225,4358,1101,1438,4957,114,126,2733,195,79,2435,94,-28,2541,1000,-1235,251,-71,-35,812,-13,385,95,-22,458,-61,92,479,-56,2
2123,4880,1909,-5,236,3114,-170,-88,2511,-170,-152,2403,-101,-478,2631,127,-565,1171,-77,17,644,-268,466,76,-113,378,-33,116,395,-17,2
1604,442,2769,-292,355,3557,-168,-72,2525,-50,-126,2406,31,-236,2520,167,-724,-349,-49,152,466,-175,389,7,-259,348,-31,92,361,-43,2
3424,-900,2811,660,67,2526,-120,-152,2469,179,1,2442,-4044,134,3504,-893,-1416,233,-51,-272,-5,-110,-145,-11,-190,-223,-109,-182,-287,-38,2
47,20,2456,10,10,2453,10,10,2453,-18,-38,2456,-159,502,2575,865,-411,73,-420,-118,1066,25,-26,71,83,228,-31,188,198,-46,2
2881,-9069,2707,29,-625,3103,219,-17,2498,213,219,2433,62,260,2558,1250,-3349,1559,-352,371,790,-108,299,112,108,426,-38,217,335,-34,2
2827,-3321,4851,283,-451,2601,360,-132,2422,281,-77,2374,119,199,2579,-464,-2793,-287,-660,-111,1966,113,279,91,229,373,-84,347,382,26,2
148,-3272,5313,130,-87,2700,178,-131,2491,192,41,2417,31,334,2589,-774,-3729,1937,-538,467,803,118,304,42,183,367,-54,271,347,-9,2
1952,-2246,6001,257,-149,2660,246,42,2454,223,69,2466,32,201,2571,213,-3301,-331,-561,-436,1511,138,323,42,184,401,-65,191,441,-14,2
5008,-10146,-3804,516,-831,3732,433,79,2500,361,159,2393,161,326,2532,558,-620,250,-196,624,316,142,403,-25,168,281,-51,307,575,83,2
-3988,-7100,90,-1536,-384,2329,-1368,-350,2326,-1117,-294,2367,956,370,3483,-715,-208,150,-573,71,-63,-217,-37,15,-177,-30,-22,-243,-77,-72,2
-410,8405,2832,-625,4020,2222,-573,3094,2006,-489,2619,2077,-146,1996,2376,1698,6066,-3263,190,655,764,-131,-116,38,-195,-219,-41,-280,-127,-35,2
1916,3570,4573,1242,3916,4569,67,962,2738,172,920,2468,176,493,2529,-1920,3678,-963,431,-210,915,-37,-351,41,-102,-308,-58,-424,-254,-8,2
-480,5413,592,-134,511,3388,-43,87,2534,-82,-58,2422,83,-63,2540,-326,2156,1692,693,251,1351,-262,-298,3,-172,-431,-45,-272,-340,-30,2
-3377,8398,-3735,-181,698,3880,-12,131,2611,-1,-24,2500,129,-176,2573,-1869,2215,-164,603,-380,1044,-159,-287,106,-139,-422,-44,-233,-431,-33,2
-237,3059,5740,-181,47,2893,-152,-75,2457,-129,-114,2433,106,-193,2550,-453,2253,-586,193,64,994,-105,-472,46,-78,-452,-41,-385,-72,-90,2
4021,4653,4701,280,198,2544,115,3,2433,64,-35,2426,381,-307,2527,563,-1961,683,174,-28,260,-180,-162,-10,-223,-149,-57,-398,-12,191,2
3318,-282,3041,2863,-526,2040,2489,-393,2184,1996,-322,2276,4,-734,2820,-2277,-331,-162,-214,85,91,221,68,26,247,3,-60,310,37,-56,2
799,-6990,4704,-182,-3238,2234,-208,-2652,2154,-138,-2280,2195,-211,-1845,2350,1240,-3441,1811,33,-609,692,210,127,26,159,273,-89,403,301,26,2
2526,-6861,5189,529,-2325,4466,188,-964,2830,-45,-1024,2543,-58,-394,2585,-499,-1629,502,-215,-83,432,95,390,7,166,405,-86,289,429,34,2
2991,-8673,730,712,-669,3158,384,-126,2483,440,189,2399,142,230,2560,-4779,-8556,-5496,-2486,1052,1809,251,35,176,245,385,-76,396,263,-23,2
-1569,-3191,4042,-6,-144,2769,50,96,2428,69,29,2458,-122,226,2498,-1406,-4393,1031,-969,655,1150,276,160,58,278,333,-62,403,381,34,2
6818,-7947,-2345,492,-663,3708,261,125,2509,236,247,2412,23,288,2542,-2403,-5116,-2717,-672,245,1253,191,223,81,256,375,-46,258,319,-1,2
1667,-2097,4965,231,40,2932,210,205,2526,212,291,2425,74,337,2568,-987,-3503,-441,-7,-107,241,198,285,-18,167,243,-52,574,-36,23,2
-4304,-814,3514,-2528,-265,2130,-2187,-198,2161,-1791,-232,2251,-665,692,2522,346,-1456,638,-532,246,-52,-287,31,-16,-235,21,-46,-295,9,-35,2
-1558,4476,4023,-516,2777,2286,-457,2334,2189,-470,1997,2261,-230,1536,2412,7737,8406,-4592,960,-91,1331,-126,-7,119,-297,-189,-38,-275,-200,-8,2
-455,4095,4392,-137,638,2750,-160,354,2454,-149,338,2466,24,126,2549,-781,3014,783,186,384,1112,-251,-59,93,-248,-232,-51,-231,-191,13,2
781,4623,1257,45,304,2949,161,234,2599,49,10,2442,176,-165,2543,-479,-1675,794,-360,980,1428,79,-429,168,-179,-363,-19,-285,-356,3,2
2598,339,2895,165,-222,3359,290,240,2694,84,-248,2450,202,-239,2551,-613,2734,1106,545,-165,995,-239,-140,52,-267,-305,-82,-281,-351,27,2
-2663,6210,-898,-191,454,3909,-25,-53,2535,-43,-170,2401,146,-287,2523,-485,1093,644,659,-576,1147,-250,-89,105,-224,-399,-43,-302,-258,-14,2
1703,3541,7064,-175,-232,2570,-166,-233,2445,-117,-194,2400,399,-462,2509,-1462,1011,640,303,-372,472,-184,-173,-15,-165,-172,-33,-512,-92,-5,2
843,2544,5220,1331,644,2366,1154,584,2343,1015,445,2350,-2462,-1182,4141,1531,623,-181,239,33,-8,305,3,-32,153,76,-38,304,159,-10,2
3378,-7117,3465,1338,-3349,1973,1196,-2995,2025,1013,-2492,2134,596,-1890,2379,-161,-1182,-232,130,-455,794,77,154,115,192,157,-19,233,169,24,2
3264,-248,5538,193,-662,2693,362,-526,2532,251,-367,2406,74,-260,2529,46,-4448,2101,-474,-13,896,205,105,53,300,260,-64,307,131,-1,2
996,-4895,2552,195,-1082,3660,202,-104,2538,113,114,2368,-179,330,2534,-109,-2412,1203,-560,388,943,100,103,183,222,322,-59,368,255,28,2
397,-1654,4859,-136,-202,2700,-84,1,2428,-58,-21,2463,-120,52,2517,1501,-1785,894,-553,12,1149,157,151,169,215,370,-24,255,153,-43,2
-2911,-587,1693,130,-661,3525,-55,228,2471,-73,204,2464,-183,201,2529,1754,-2860,1220,141,-130,622,287,-38,105,181,339,-14,214,330,-8,2
12055,-8008,-2820,723,-415,3269,461,95,2539,429,225,2462,98,333,2550,-1154,-897,705,142,122,59,174,236,30,165,275,-49,193,262,21,2
-8080,-4591,3397,-2450,-568,2150,-1791,-523,2263,-1584,-362,2297,-384,962,2776,-386,-61,523,-307,161,-67,-257,99,15,-189,56,-35,-297,71,9,2
474,6644,4249,-631,2529,2328,-749,2191,2267,-511,2043,2214,-217,1416,2476,5263,8792,-6145,476,311,936,-141,-63,49,-175,-243,-42,-304,-336,63,2
-2022,3849,5276,-378,460,2757,-158,561,2491,-152,321,2428,19,236,2523,-1168,3836,902,178,267,553,-208,-218,15,-203,-338,-61,-361,-199,2,2
34,1515,2517,-250,204,3376,-156,-164,2546,-104,-206,2526,43,-280,2598,5914,9678,-5218,224,794,842,-260,-172,34,-245,-330,-38,-329,-286,21,2
-2165,3768,320,-336,504,3757,-49,-37,2539,-29,-134,2418,148,-288,2569,1016,6276,-2205,243,241,909,-251,-275,11,-191,-395,-46,-321,-251,-16,2
1287,2738,-5331,82,1745,6045,153,-4,3070,281,106,2550,373,-99,2586,527,3274,943,59,38,476,-232,-364,0,-244,-326,-21,-425,-217,-32,2
-3119,1280,6973,-245,-813,2695,-192,-267,2484,-136,-297,2478,-79,-503,2537,-1394,3608,811,-126,-32,542,-91,-345,45,-150,-357,32,-212,-317,50,2
53,3352,4834,1391,1164,2396,1414,1022,2287,1244,907,2330,175,-932,2787,-221,232,955,247,-129,40,227,-46,-33,184,24,-46,350,177,52,2
2583,-8322,362,1970,-3742,2337,1477,-2808,2026,1262,-2465,2081,742,-1578,2369,-745,-330,1132,-140,83,233,164,177,0,193,127,-58,433,81,42,2
2180,-919,6089,970,-2056,4043,383,-789,2672,264,-784,2487,32,-289,2565,-3057,-2577,1769,-150,-229,235,188,209,0,224,170,-51,354,128,-8,2
-610,-2656,3236,947,-139,5717,191,-663,3370,-3,-273,2604,-74,53,2519,-988,-3048,1396,-145,98,363,219,319,30,219,373,-44,380,214,-6,2
4515,-3954,-1622,844,-886,4045,284,82,2482,194,195,2418,-65,174,2530,-3688,-6845,-3163,-446,-31,1220,219,232,91,240,382,-48,523,387,8,2
1096,-2967,2599,1591,1173,6409,233,-337,3473,12,79,2651,-143,68,2557,283,-2055,1226,-292,396,959,167,408,89,258,361,-15,275,310,-32,2
132,-3936,2855,374,-304,3364,87,115,2527,30,152,2471,-365,276,2611,-715,3573,1818,-165,-260,379,187,30,12,285,131,-47,372,55,65,2
-9091,-2116,4047,-2551,-1095,2258,-2720,-814,2030,-2385,-724,2109,-1059,68,2525,3425,-144,-1583,-375,478,278,-282,250,51,-211,-15,17,-347,170,-32,2
-3993,2512,6729,-1252,2479,2278,-1064,2056,2223,-1061,1626,2338,-630,1286,2478,-903,4554,-279,0,646,519,-185,-235,10,-241,-212,-40,-336,-275,-3,2
-12567,6592,-2363,-2776,123,6538,-888,1311,3508,-462,694,2594,-147,425,2589,999,1243,353,223,118,581,-176,-435,30,-267,-256,-45,-375,-223,-4,2
-1729,3344,5171,-929,1418,5290,-350,423,3051,-116,365,2577,14,17,2565,20,3634,917,212,128,661,-211,-387,29,-280,-277,-47,-407,-329,25,2
-5477,3353,-2898,-320,341,3460,-94,-4,2538,14,-195,2405,173,-59,2601,-924,3478,685,266,-57,1122,-349,-290,33,-227,-401,-28,-414,-178,-53,2
-1828,405,7374,-122,-190,2710,-92,-333,2430,-155,-307,2455,174,-274,2539,-295,3777,1631,20,-55,646,-159,-548,57,-47,-575,19,-396,-136,-60,2
1817,-293,-1486,689,736,2473,486,502,2374,378,353,2404,1195,-393,2462,1233,66,779,94,-73,-66,164,-54,-27,123,-132,16,380,362,103,2
4728,-3182,4036,3759,-3733,2058,2900,-2432,1836,2716,-2275,1857,2074,-1779,2236,-1209,-4617,-324,-303,-568,696,108,112,63,191,43,-96,424,10,-67,2
5339,-1932,3323,1762,-2519,3461,1011,-1221,2556,823,-1019,2425,464,-694,2513,-463,-3205,1308,-321,-69,812,161,234,53,177,178,-38,113,737,137,2
11156,-6707,-3614,3145,39,5421,987,-568,3592,489,-216,2645,127,39,2530,-3351,-5421,-3515,-521,-30,1318,143,423,76,268,398,-73,409,248,6,2
3099,-733,6843,706,-645,4242,212,-75,2772,133,-141,2544,-132,75,2518,-9512,-10213,-4637,-279,-630,908,232,196,74,280,370,-14,379,512,-7,2
3787,-2443,1869,1544,1980,5785,631,-453,3500,259,-21,2674,23,80,2593,-1974,-4666,-1016,-227,-269,1081,232,365,80,283,338,-28,329,312,-35,2
1579,-4700,2294,553,-124,3240,232,16,2548,150,229,2442,-81,179,2564,-559,1941,597,242,89,-15,234,214,3,178,130,-49,594,-153,128,2
-2732,-6555,731,-2998,-1173,2070,-2415,-1017,2132,-2022,-762,2197,-1112,11,2492,1591,-1689,471,-300,270,16,-169,116,-1,-244,65,24,-362,24,-24,2
-5697,6448,-122,-2048,2874,2646,-1476,2197,2199,-1228,1782,2204,-793,1571,2437,5390,6429,-3845,443,361,738,-270,-150,-1,-306,-161,17,-296,-35,-45,2
-1965,478,7904,-479,764,2686,-257,325,2411,-336,402,2501,81,178,2507,9364,8589,-5677,294,1218,1028,-212,-284,13,-323,-359,-25,-422,-102,5,2
-1264,1651,120,-1233,-1299,6040,-267,528,3206,-118,322,2649,152,23,2587,3589,7281,-4093,348,315,1245,-268,-170,106,-334,-383,-62,-434,-209,-21,2
-1116,3217,3916,-334,110,3239,-56,-153,2480,-83,-114,2514,157,-221,2582,1036,681,1225,167,-94,516,-265,-468,-8,-321,-330,-24,-359,-158,-35,2
-2582,3446,5211,-2,-203,2812,22,-219,2502,17,-302,2388,210,-207,2524,1006,2256,-2051,449,81,1189,-240,-241,154,-324,-338,-31,-296,-239,-10,2
2567,745,-207,146,-178,2594,110,-324,2438,29,-226,2445,899,91,2513,-3250,-2838,1223,92,104,183,-115,-35,-33,-117,-30,-10,-260,204,163,2
4928,1438,3337,3886,600,1800,3124,761,1958,3174,520,1950,715,-119,2647,-1341,2144,721,144,-211,225,262,-154,23,84,61,19,435,-8,53,2
8595,-5744,-1739,1578,-1915,3627,1053,-1944,2332,874,-1652,2285,387,-1023,2510,51,-1821,44,-408,-145,1331,116,6,123,307,215,-17,472,21,-7,2
9603,-2519,-2070,1088,-1111,3457,367,-244,2514,304,-28,2484,-48,-80,2579,343,-2915,-361,-510,-123,1099,194,223,51,238,298,-25,351,207,16,2
6390,-5076,-141,626,-400,3714,151,-97,2565,52,-44,2431,-171,19,2533,-438,-2216,1043,-261,-103,858,212,230,80,275,314,-51,366,209,5,2
1184,-2786,733,143,-394,3325,-112,84,2491,-83,-68,2454,-337,-34,2544,1084,-4199,-843,-235,280,774,275,202,69,256,329,-29,570,29,52,2
1088,-2851,3843,149,29,2975,-104,229,2482,-123,239,2452,-195,212,2524,873,-3512,-122,-170,-505,805,182,327,64,274,316,-59,363,172,-8,2
1664,2148,6372,151,16,2735,37,330,2471,127,182,2487,-168,230,2563,1816,1516,717,3,86,143,261,112,-10,208,92,-46,396,-59,87,2
-2934,-3287,4382,-2666,-1438,2035,-2105,-1160,2175,-1838,-891,2226,659,18,3941,2360,71,1551,-369,548,-26,-337,159,56,-214,8,24,-250,60,-27,2
-6849,6831,-1792,-2018,2485,3302,-1480,2165,2293,-1122,1812,2215,-814,1374,2404,3798,5564,-3721,27,434,1283,-230,52,179,-346,-200,-29,-341,-111,4,2
-2929,3782,3351,-709,533,3722,-337,249,2555,-202,148,2430,67,152,2569,2341,5084,-3255,744,-106,1558,-225,-198,51,-320,-278,-9,-434,-172,-11,2
-127,1388,-866,-298,244,3535,10,-27,2540,93,-203,2397,179,35,2566,-479,1949,184,261,370,919,-242,-368,24,-285,-308,-37,-405,-227,10,2
-984,4379,1482,-246,227,3557,70,-98,2526,150,-260,2414,344,-108,2561,1005,3843,-1315,541,369,1350,-280,-198,61,-407,-310,-59,-429,-131,-12,2
-3688,2037,4601,-236,-124,3133,56,-485,2486,56,-397,2482,281,-428,2623,715,2695,-436,148,-172,722,-264,-309,111,-296,-370,-41,-354,-165,-12,2
3339,4482,213,769,993,2336,668,883,2377,614,829,2425,996,180,2704,900,-95,30,156,-173,9,-24,86,33,148,-133,-28,152,-24,0,2
9527,-4856,122,3803,-2623,1836,2994,-2059,1838,2714,-1819,1957,1888,-1278,2293,-799,-859,2330,-2,-386,236,133,-8,37,182,102,-28,300,-56,3,2
9407,-2706,-2187,1812,-1315,3785,801,-357,2521,604,-92,2434,240,41,2560,-1516,-2617,1568,-92,-113,299,219,361,20,238,274,18,374,81,-15,2
3290,-2560,7363,404,-373,2906,121,52,2478,66,55,2388,-163,9,2526,704,-1425,1534,-589,171,1442,296,87,64,365,309,-78,440,157,26,2
2643,-2736,3669,90,85,2993,-17,201,2557,-27,229,2419,-376,-5,2581,-781,-2138,847,-103,168,425,278,422,-8,310,306,-4,359,152,29,2
2837,-1378,3763,120,-8,3124,-44,-24,2535,-107,212,2443,-251,48,2537,-334,-1969,1613,-130,224,613,235,286,50,261,298,-21,385,211,30,2
2895,-3406,3955,523,9,3423,17,427,2524,-48,400,2438,-521,261,2587,-4104,-2304,-1133,133,197,81,276,194,33,235,160,-28,511,-353,47,2
-5459,-6271,3433,-2339,-2092,2046,-2617,-2040,1901,-2026,-1675,2083,590,-491,3435,2915,-829,867,-52,143,237,-240,246,14,-275,159,-30,-169,144,-27,2
-3292,6093,25,-1888,1550,2686,-1622,1361,2312,-1257,905,2259,-870,873,2459,253,3092,1917,363,489,708,-241,-84,2,-321,-71,-15,-314,59,-20,2
-1359,-1241,6843,-260,402,2779,-194,279,2467,-126,133,2410,65,122,2520,848,4635,1064,336,264,859,-294,-211,39,-292,-249,-33,-376,-191,-35,2
-7251,1230,-3042,-568,755,4514,48,91,2550,182,-98,2387,175,153,2550,-44,335,1052,127,67,821,-294,-361,36,-324,-394,-52,-371,-92,-7,2
171,3427,2989,-156,170,3601,122,-170,2567,315,-271,2313,283,47,2550,7991,7173,-6459,545,1100,1511,-373,-164,48,-366,-274,-37,-399,-224,16,2
-2304,872,4716,-24,-258,2998,115,-331,2508,163,-549,2402,295,-374,2500,554,574,-1681,197,333,1183,-287,-219,103,-351,-306,-40,-328,-198,-32,2
1111,3691,-1935,1106,1984,2312,805,1286,2364,705,1008,2369,-111,155,3679,-1042,-2516,637,-414,267,227,77,-131,-14,172,-70,40,244,-34,-23,2
4391,-3347,-2411,3859,-2224,3035,2365,-1300,2085,2228,-1210,2205,1484,-742,2378,-350,-2180,535,-234,-313,586,280,205,21,272,150,0,369,49,-5,2
2050,-1000,51,984,-551,3974,556,-310,2562,347,-188,2405,-46,-193,2572,-717,-1705,1315,-549,12,1255,290,115,74,343,228,-37,407,143,21,2
1072,-1756,3085,371,157,3155,20,139,2507,-63,181,2392,-166,32,2544,-609,-2674,128,-170,273,897,317,215,89,359,289,-55,426,206,11,2
3936,-1498,-1068,727,71,3673,109,140,2537,-91,318,2380,-246,175,2528,392,-4465,545,-311,-610,935,309,246,53,342,359,-51,366,138,19,2
3131,-2537,3698,81,142,2947,-162,269,2450,-104,220,2462,-351,249,2581,200,1441,2057,-193,394,790,265,230,85,347,247,-60,278,33,-48,2
-5243,-6809,6282,-1386,-1904,2187,-977,-1373,2295,-832,-1049,2352,596,555,3483,659,-941,1429,-230,99,36,-174,108,10,-42,10,4,2322,-30316,-9976,2
-3897,3844,-1304,16467,17135,26374,-2238,1381,2123,-1939,1244,2174,-1455,973,2434,-2020,351,890,513,536,1325,-189,74,180,-147,-702,-7,-319,75,-12,2
-3291,1816,3514,-437,350,2902,-259,37,2520,-268,-42,2437,186,-45,2571,1171,1687,113,126,-130,504,-261,-146,19,-315,-205,-21,-324,-70,-20,2
-1336,1305,6011,-464,482,4114,37,263,2787,53,220,2551,188,65,2553,981,2655,375,198,113,687,-274,-145,68,-350,-245,-59,-412,-121,14,2
18136,-5781,-2720,-613,444,4446,50,-106,2609,272,-290,2430,462,-250,2621,830,3480,514,97,-161,760,-325,-250,33,-342,-281,-54,-394,-163,-9,2
-777,656,-223,-630,267,4183,95,-204,2551,171,-273,2410,421,-161,2567,91,4143,1222,919,-706,1779,-302,-75,116,-476,-216,-32,-344,-273,3,2
-2721,1728,1225,50,74,2621,137,-17,2437,133,-82,2450,562,115,2464,3663,2266,-1033,-75,-35,41,-182,-18,24,-199,39,-33,-378,250,175,2
2372,3068,3005,1848,2474,2049,1952,2300,2060,1574,1969,2143,724,-489,2599,-1754,3925,38,99,-96,69,287,-124,-93,140,144,1,327,-189,-5,2
-1958,-5226,2178,2440,-1681,3125,1508,-1181,2340,1184,-930,2333,743,-755,2492,64,-2602,-970,-226,-322,858,294,119,45,276,147,-4,345,-67,-18,2
717,2847,6305,350,-190,2745,58,-78,2451,120,-56,2494,-100,-36,2556,-7244,-5059,-5543,-697,-111,1476,209,194,83,323,231,0,460,25,-14,2
10902,696,-1096,822,425,3435,212,237,2519,-9,334,2411,-91,140,2576,117,-3083,-665,-175,421,743,313,129,5,367,179,-24,504,16,15,2
2537,821,4210,328,-156,2662,95,16,2454,64,46,2477,-139,-8,2534,18,-1627,315,-719,542,1577,212,59,221,304,427,-6,431,213,-7,2
944,37,-974,-681,3747,5848,705,-45,3494,72,62,2640,-66,6,2535,-393,-462,88,-361,337,867,370,70,96,363,169,-8,384,46,-35,2
